County/City,Ward,Pct,"Edward Walter Gillespie","Corey Alan Stewart","Frank W. Wagner","All Others","Total Votes Cast"
"Fairfax County",-,"732 - Oak Marr (CD 11)",117,76,24,0,217
"Fairfax County",-,"733 - Kilmer (CD 11)",62,51,8,0,121
"Fairfax County",-,"734 - Hunters Branch (CD 11)",42,12,13,0,67
"Fairfax County",-,"735 - Rotonda (CD 11)",28,34,9,0,71
"Fairfax County",-,"801 - Burke (CD 11)",86,100,27,0,213
"Fairfax County",-,"802 - Cedar Lake (CD 11)",21,23,0,0,44
"Fairfax County",-,"803 - Clifton (CD 10)",164,206,44,0,414
"Fairfax County",-,"804 - Colchester (CD 10)",76,69,26,0,171
"Fairfax County",-,"805 - Fairfax Station (CD 10)",75,84,22,0,181
"Fairfax County",-,"806 - Sydenstricker (CD 11)",101,92,29,0,222
"Fairfax County",-,"807 - Hunt Valley (CD 11)",76,68,31,0,175
"Fairfax County",-,"811 - Pohick (CD 11)",46,37,12,0,95
"Fairfax County",-,"812 - Valley (CD 11)",83,69,33,0,185
"Fairfax County",-,"815 - Woodyard (CD 10)",127,118,24,0,269
"Fairfax County",-,"824 - Orange (CD 11)",161,140,45,0,346
"Fairfax County",-,"825 - Cherry Run (CD 11)",90,91,22,0,203
"Fairfax County",-,"827 - Irving (CD 11)",81,74,28,0,183
"Fairfax County",-,"833 - White Oaks (CD 11)",66,96,22,0,184
"Fairfax County",-,"838 - Sangster (CD 10)",87,76,39,0,202
"Fairfax County",-,"839 - Silverbrook (CD 10)",113,128,48,0,289
"Fairfax County",-,"840 - West Springfield (CD 11)",97,71,26,0,194
"Fairfax County",-,"841 - Popes Head (CD 10)",76,73,22,0,171
"Fairfax County",-,"842 - Parkway (CD 11)",97,71,26,0,194
"Fairfax County",-,"843 - Fair Lakes (CD 11)",73,80,17,0,170
"Fairfax County",-,"844 - Centerpointe (CD 11)",27,40,12,0,79
"Fairfax County",-,"845 - Fountainhead (CD 10)",170,156,61,0,387
"Fairfax County",-,"846 - Greenbriar East (CD 11)",54,76,19,0,149
"Fairfax County",-,"847 - Greenbriar West (CD 10)",86,62,19,0,167
"Fairfax County",-,"848 - Fair Oaks (CD 11)",51,56,15,0,122
"Fairfax County",-,"849 - Newgate North (CD 10)",48,55,20,0,123
"Fairfax County",-,"850 - South Run (CD 10)",155,99,32,0,286
"Fairfax County",-,"851 - Willow Springs (CD 11)",81,78,14,0,173
"Fairfax County",-,"854 - Newgate South (CD 10)",146,96,20,0,262
"Fairfax County",-,"901 - Centre Ridge (CD 11)",46,41,15,0,102
"Fairfax County",-,"902 - Brookfield (CD 10)",78,95,27,0,200
"Fairfax County",-,"903 - Cub Run (CD 10)",102,101,42,0,245
"Fairfax County",-,"904 - Stonecroft (CD 10)",40,55,11,0,106
"Fairfax County",-,"905 - Franklin (CD 10)",34,45,10,0,89
"Fairfax County",-,"908 - Hidden Meadow (CD 10)",67,61,18,0,146
"Fairfax County",-,"909 - Oak Hill (CD 10)",75,50,24,0,149
"Fairfax County",-,"910 - London Towne (CD 11)",36,51,22,0,109
"Fairfax County",-,"911 - Navy (CD 10)",94,52,24,0,170
"Fairfax County",-,"913 - Rocky Run (CD 10)",111,98,28,0,237
"Fairfax County",-,"914 - Vale (CD 10)",94,57,18,0,169
"Fairfax County",-,"915 - Virginia Run (CD 10)",94,98,39,0,231
"Fairfax County",-,"916 - Waples Mill (CD 10)",174,125,33,0,332
"Fairfax County",-,"917 - Stone North (CD 10)",54,31,9,0,94
"Fairfax County",-,"918 - Centreville (CD 11)",59,59,18,0,136
"Fairfax County",-,"919 - Green Trails (CD 11)",49,73,17,0,139
"Fairfax County",-,"920 - Chantilly (CD 10)",79,44,23,0,146
"Fairfax County",-,"921 - Deer Park (CD 10)",99,122,23,0,244
"Fairfax County",-,"923 - Bull Run (CD 10)",82,83,16,0,181
"Fairfax County",-,"924 - Spindle (CD 11)",20,21,9,0,50
"Fairfax County",-,"925 - Old Mill (CD 10)",29,37,10,0,76
"Fairfax County",-,"926 - Powell (CD 11)",53,45,17,0,115
"Fairfax County",-,"927 - Armfield (CD 10)",31,37,12,0,80
"Fairfax County",-,"928 - Poplar Tree (CD 10)",88,60,22,0,170
"Fairfax County",-,"929 - Difficult Run (CD 10)",27,35,7,0,69
"Fairfax County",-,"930 - Lees Corner (CD 10)",84,57,22,0,163
"Fairfax County",-,"931 - Carson (CD 10)",35,51,18,0,104
"Fairfax County",-,"932 - Stone South (CD 10)",16,28,9,0,53
"Fairfax County",-,"933 - Compton (CD 11)",9,18,6,0,33
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 10)",312,149,33,0,494
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 11)",455,226,117,0,798
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 8)",345,133,53,0,531
"Fairfax County",-,"Provisional (CD 10)",1,2,0,0,3
"Fairfax County",-,"Provisional (CD 11)",0,4,0,0,4
"Fairfax County",-,"Provisional (CD 8)",3,2,2,0,7
"Fairfax City",-,"1 - One",50,57,23,0,130
"Fairfax City",-,"2 - Two",94,61,34,0,189
"Fairfax City",-,"3 - Three",95,76,32,0,203
"Fairfax City",-,"4 - Four",69,84,30,0,183
"Fairfax City",-,"5 - Five",64,55,18,0,137
"Fairfax City",-,"6 - Six",62,70,12,0,144
"Fairfax City",-,"Ab - Central Absentee Precinct",33,15,7,0,55
"Fairfax City",-,Provisional,0,0,1,0,1
"Falls Church City",-,"1 - First Ward",81,31,18,0,130
"Falls Church City",-,"2 - Second Ward",77,21,12,0,110
"Falls Church City",-,"3 - Third Ward",80,46,12,0,138
"Falls Church City",-,"Ab - Central Absentee Precinct",16,7,3,0,26
"Falls Church City",-,Provisional,0,0,0,0,0
"Fauquier County",-,"101 - Kettle Run (CD 5)",50,80,19,0,149
"Fauquier County",-,"102 - Catlett (CD 1)",105,194,15,0,314
"Fauquier County",-,"103 - Casanova (CD 5)",45,90,15,0,150
"Fauquier County",-,"104 - Lois (CD 1)",57,111,8,0,176
"Fauquier County",-,"105 - Opal (CD 5)",43,84,13,0,140
"Fauquier County",-,"106 - Baldwin Ridge (CD 5)",62,77,16,0,155
"Fauquier County",-,"201 - Courthouse (CD 5)",127,113,27,0,267
"Fauquier County",-,"202 - Airlie (CD 5)",113,133,30,0,276
"Fauquier County",-,"203 - Warrenton (CD 5)",125,110,19,0,254
"Fauquier County",-,"301 - Morrisville (CD 1)",60,139,12,0,211
"Fauquier County",-,"302 - Remington (CD 5)",81,161,34,0,276
"Fauquier County",-,"303 - Bealeton (CD 1)",88,124,29,0,241
"Fauquier County",-,"401 - Marshall (CD 5)",119,151,34,0,304
"Fauquier County",-,"402 - Leeds (CD 5)",122,127,19,0,268
"Fauquier County",-,"403 - Waterloo (CD 5)",133,177,39,0,349
"Fauquier County",-,"404 - Springs Valley (CD 5)",66,86,26,0,178
"Fauquier County",-,"501 - The Plains (CD 5)",136,83,21,0,240
"Fauquier County",-,"502 - New Baltimore (CD 5)",83,145,41,0,269
"Fauquier County",-,"503 - Broad Run (CD 5)",132,140,37,0,309
"Fauquier County",-,"504 - Vint Hill (CD 5)",126,227,30,0,383
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 1)",9,7,2,0,18
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 5)",93,52,22,0,167
"Fauquier County",-,"Provisional (CD 1)",0,0,0,0,0
"Fauquier County",-,"Provisional (CD 5)",0,0,0,0,0
"Floyd County",-,"101 - Locust Grove",42,106,11,0,159
"Floyd County",-,"201 - Little River",35,78,18,0,131
"Floyd County",-,"301 - Courthouse",39,54,12,0,105
"Floyd County",-,"401 - Burks Fork",51,57,6,0,114
"Floyd County",-,"501 - Indian Valley",39,76,11,0,126
"Floyd County",-,"Ab - Central Absentee Precinct",21,9,3,0,33
"Floyd County",-,Provisional,0,0,0,0,0
"Fluvanna County",-,"101 - Palmyra",73,146,19,0,238
"Fluvanna County",-,"201 - Columbia",77,119,18,0,214
"Fluvanna County",-,"301 - Fork Union",75,132,19,0,226
"Fluvanna County",-,"401 - Cunningham",134,180,31,0,345
"Fluvanna County",-,"501 - Rivanna",170,176,61,0,407
"Fluvanna County",-,"Ab - Central Absentee Precinct",43,19,6,0,68
"Fluvanna County",-,Provisional,0,0,0,0,0
"Franklin County",-,"102 - Burnt Chimney",102,83,39,0,224
"Franklin County",-,"103 - Scruggs",288,190,56,0,534
"Franklin County",-,"201 - Glade Hill",50,70,14,0,134
"Franklin County",-,"202 - Penhook",83,78,31,0,192
"Franklin County",-,"203 - Hodgesville",4,8,1,0,13
"Franklin County",-,"204 - Dudley",59,42,13,0,114
"Franklin County",-,"301 - Snow Creek",18,39,12,0,69
"Franklin County",-,"302 - Fork Mountain",15,36,7,0,58
"Franklin County",-,"303 - Sontag",29,28,3,0,60
"Franklin County",-,"304 - Dickinson",18,23,2,0,43
"Franklin County",-,"401 - Henry",50,52,4,0,106
"Franklin County",-,"402 - Ferrum",33,42,9,0,84
"Franklin County",-,"403 - Endicott",37,33,3,0,73
"Franklin County",-,"501 - Waidsboro",30,53,6,0,89
"Franklin County",-,"502 - Callaway",55,77,8,0,140
"Franklin County",-,"503 - Bowmans",19,30,5,0,54
"Franklin County",-,"504 - Gogginsville",39,61,6,0,106
"Franklin County",-,"601 - Boones Mill",64,75,9,0,148
"Franklin County",-,"602 - Bonbrook",49,87,8,0,144
"Franklin County",-,"603 - Coopers Cove",49,90,17,0,156
"Franklin County",-,"701 - Rocky Mount East",70,71,11,0,152
"Franklin County",-,"702 - Rocky Mount West",44,40,15,0,99
"Franklin County",-,"703 - Rocky Mount South",33,41,5,0,79
"Franklin County",-,"Ab - Central Absentee Precinct",29,9,9,0,47
"Franklin County",-,Provisional,0,0,0,0,0
"Franklin City",-,"101 - Precinct 1-1",74,79,30,0,183
"Franklin City",-,"201 - Precinct 2-1",71,40,25,0,136
"Franklin City",-,"301 - Precinct 3-1",3,0,0,0,3
"Franklin City",-,"401 - Precinct 4-1",5,0,4,0,9
"Franklin City",-,"501 - Precinct 5-1",0,1,0,0,1
"Franklin City",-,"601 - Precinct 6-1",48,27,21,0,96
"Franklin City",-,"Ab - Central Absentee Precinct",15,3,4,0,22
"Franklin City",-,Provisional,0,0,0,0,0
"Frederick County",-,"101 - Russells",92,125,17,0,234
"Frederick County",-,"102 - Gore",69,107,9,0,185
"Frederick County",-,"103 - Kernstown",141,126,26,0,293
"Frederick County",-,"104 - Cedar Creek",46,83,7,0,136
"Frederick County",-,"201 - Gainesborough",54,109,8,0,171
"Frederick County",-,"202 - Albin",81,120,11,0,212
"Frederick County",-,"203 - Redland",72,122,24,0,218
"Frederick County",-,"204 - Nain",128,109,24,0,261
"Frederick County",-,"301 - Clear Brook",57,66,9,0,132
"Frederick County",-,"302 - Neff's Town",67,91,15,0,173
"Frederick County",-,"303 - White Hall",152,149,13,0,314
"Frederick County",-,"401 - Carpers Valley",128,117,27,0,272
"Frederick County",-,"402 - Shenandoah",52,58,6,0,116
"Frederick County",-,"403 - Parkin's Mill",70,82,18,0,170
"Frederick County",-,"404 - Armel",72,85,23,0,180
"Frederick County",-,"501 - Stephens City",99,99,20,0,218
"Frederick County",-,"502 - Newtown",114,85,22,0,221
"Frederick County",-,"503 - Canterburg",110,139,25,0,274
"Frederick County",-,"601 - Millbrook",65,52,16,0,133
"Frederick County",-,"602 - Ash Hollow",59,66,11,0,136
"Frederick County",-,"603 - Greenwood",105,154,24,0,283
"Frederick County",-,"Ab - Central Absentee Precinct",96,25,7,0,128
"Frederick County",-,Provisional,0,1,0,0,1
"Fredericksburg City",-,"101 - Precinct 1 - District One",143,92,32,0,267
"Fredericksburg City",-,"201 - Precinct 1 - District Two",167,80,46,0,293
"Fredericksburg City",-,"301 - Precinct 1 - District Three",140,85,20,0,245
"Fredericksburg City",-,"401 - Precinct 1 - District Four",64,33,11,0,108
"Fredericksburg City",-,"402 - Precinct 2 - District Four",36,20,15,0,71
"Fredericksburg City",-,"Ab - Central Absentee Precinct",30,11,3,0,44
"Fredericksburg City",-,Provisional,0,0,0,0,0
"Galax City",-,"1 - East",56,56,12,0,124
"Galax City",-,"2 - North",34,33,1,0,68
"Galax City",-,"3 - South",21,23,4,0,48
"Galax City",-,"Ab - Central Absentee Precinct",12,3,1,0,16
"Galax City",-,Provisional,0,0,0,0,0
"Giles County",-,"101 - Glen Lyn",4,9,0,0,13
"Giles County",-,"102 - Rich Creek",28,31,1,0,60
"Giles County",-,"103 - Narrows",54,63,11,0,128
"Giles County",-,"201 - Pearisburg",94,104,19,0,217
"Giles County",-,"202 - Staffordsville",20,14,1,0,35
"Giles County",-,"203 - White Gate",18,9,1,0,28
"Giles County",-,"301 - Eggleston",22,35,7,0,64
"Giles County",-,"302 - Pembroke",52,80,7,0,139
"Giles County",-,"303 - Newport",56,36,6,0,98
"Giles County",-,"Ab - Central Absentee Precinct",17,13,6,0,36
"Giles County",-,Provisional,0,0,0,0,0
"Gloucester County",-,"101 - Harcum",71,82,51,0,204
"Gloucester County",-,"102 - Salem",71,70,32,0,173
"Gloucester County",-,"103 - Peasley",45,58,29,0,132
"Gloucester County",-,"201 - Courthouse",98,90,36,0,224
"Gloucester County",-,"202 - Botetourt",109,119,53,0,281
"Gloucester County",-,"301 - White Marsh",71,107,52,0,230
"Gloucester County",-,"302 - Roanes",88,108,68,0,264
"Gloucester County",-,"401 - Hayes",94,97,45,0,236
"Gloucester County",-,"402 - Sarahs Creek",81,77,50,0,208
"Gloucester County",-,"501 - Achilles",157,161,88,0,406
"Gloucester County",-,"502 - Walker",102,104,58,0,264
"Gloucester County",-,"Ab - Central Absentee Precinct",31,17,14,0,62
"Gloucester County",-,Provisional,0,0,0,0,0
"Goochland County",-,"101 - Fife",70,57,7,0,134
"Goochland County",-,"102 - Hadensville",89,108,23,0,220
"Goochland County",-,"201 - Three Square",32,21,3,0,56
"Goochland County",-,"202 - Sandy Hook",124,124,20,0,268
"Goochland County",-,"301 - Goochland Court House 1",126,118,26,0,270
"Goochland County",-,"302 - Goochland Court House 2",66,28,10,0,104
"Goochland County",-,"401 - Shallow Well",122,93,19,0,234
"Goochland County",-,"402 - Centerville",297,200,28,0,525
"Goochland County",-,"501 - Manakin",304,119,60,0,483
"Goochland County",-,"502 - Blair Road",220,90,29,0,339
"Goochland County",-,"Ab - Central Absentee Precinct",80,22,8,0,110
"Goochland County",-,Provisional,0,0,0,0,0
"Grayson County",-,"101 - Bridle Creek",10,9,0,0,19
"Grayson County",-,"102 - Flatridge",4,6,0,0,10
"Grayson County",-,"103 - Grant",6,16,0,0,22
"Grayson County",-,"104 - Mouth Of Wilson",10,3,3,0,16
"Grayson County",-,"105 - Mount Rogers",3,13,0,0,16
"Grayson County",-,"106 - Rugby",5,9,3,0,17
"Grayson County",-,"107 - Troutdale",5,2,3,0,10
"Grayson County",-,"108 - Comers Rock",5,7,1,0,13
"Grayson County",-,"202 - Elk Creek",20,22,0,0,42
"Grayson County",-,"203 - Independence",39,69,11,0,119
"Grayson County",-,"301 - Baywood",23,40,3,0,66
"Grayson County",-,"302 - Fairview",24,46,3,0,73
"Grayson County",-,"401 - Fries",10,17,1,0,28
"Grayson County",-,"402 - Providence",22,45,5,0,72
"Grayson County",-,"403 - Oldtown",12,18,0,0,30
"Grayson County",-,"Ab - Central Absentee Precinct",6,10,3,0,19
"Grayson County",-,Provisional,0,0,0,0,0
"Greene County",-,"101 - Dyke",42,39,8,0,89
"Greene County",-,"102 - Swift Run",37,50,11,0,98
"Greene County",-,"201 - Ruckersville",81,98,26,0,205
"Greene County",-,"301 - Stanardsville",81,144,21,0,246
"Greene County",-,"401 - Midway",94,169,31,0,294
"Greene County",-,"Ab - Central Absentee Precinct",31,15,3,0,49
"Greene County",-,Provisional,0,0,0,0,0
"Greensville County",-,"101 - Precinct 1-a",8,8,3,0,19
"Greensville County",-,"102 - Precinct 1-b",13,8,1,0,22
"Greensville County",-,"103 - Precinct 1-c",5,5,1,0,11
"Greensville County",-,"201 - Precinct 2-a",27,6,1,0,34
"Greensville County",-,"202 - Precinct 2-b",31,30,2,0,63
"Greensville County",-,"302 - Precinct 3-a",35,15,3,0,53
"Greensville County",-,"401 - Precinct 4-a",22,5,2,0,29
"Greensville County",-,"402 - Precinct 4-b",18,14,4,0,36
"Greensville County",-,"403 - Precinct 4-c",10,11,2,0,23
"Greensville County",-,Provisional,0,0,0,0,0
"Halifax County",-,"101 - Childrey",20,40,7,0,67
"Halifax County",-,"102 - Liberty",19,23,2,0,44
"Halifax County",-,"103 - Republican Grove",28,34,4,0,66
"Halifax County",-,"201 - Clays Mill",23,35,1,0,59
"Halifax County",-,"202 - Crossroads",27,35,4,0,66
"Halifax County",-,"203 - Clover",15,34,1,0,50
"Halifax County",-,"302 - Meadville",8,10,3,0,21
"Halifax County",-,"304 - Vernon Hill",26,34,4,0,64
"Halifax County",-,"305 - Sinai",21,25,3,0,49
"Halifax County",-,"401 - Courthouse",37,42,5,0,84
"Halifax County",-,"403 - Center",76,54,4,0,134
"Halifax County",-,"502 - Dan River",74,74,4,0,152
"Halifax County",-,"503 - Scottsburg",35,48,13,0,96
"Halifax County",-,"601 - Black Walnut",22,38,0,0,60
"Halifax County",-,"603 - Mt Carmel",49,49,6,0,104
"Halifax County",-,"605 - Union",14,21,3,0,38
"Halifax County",-,"701 - Hyco",33,61,2,0,96
"Halifax County",-,"702 - Midway",32,70,1,0,103
"Halifax County",-,"703 - Virgilina",21,29,5,0,55
"Halifax County",-,"801 - South Boston",12,27,0,0,39
"Halifax County",-,"802 - South Boston West",19,7,2,0,28
"Halifax County",-,"Ab - Central Absentee Precinct",30,30,3,0,63
"Halifax County",-,Provisional,0,0,0,0,0
"Hampton City",-,"101 - Aberdeen (CD 3)",17,18,9,0,44
"Hampton City",-,"102 - Bassette (CD 3)",8,4,4,0,16
"Hampton City",-,"103 - City Hall (CD 3)",7,18,10,0,35
"Hampton City",-,"104 - Cooper (CD 3)",20,22,14,0,56
"Hampton City",-,"105 - East Hampton (CD 3)",33,17,17,0,67
"Hampton City",-,"106 - Armstrong (CD 3)",61,52,65,0,178
"Hampton City",-,"107 - Lindsay (CD 3)",31,23,10,0,64
"Hampton City",-,"108 - Thomas (CD 3)",23,22,14,0,59
"Hampton City",-,"109 - Phenix (CD 3)",11,8,4,0,23
"Hampton City",-,"110 - Phoebus (CD 2)",17,19,13,0,49
"Hampton City",-,"111 - Hampton Library (CD 3)",35,26,25,0,86
"Hampton City",-,"112 - Smith (CD 3)",53,46,27,0,126
"Hampton City",-,"115 - Wythe (CD 3)",52,45,50,0,147
"Hampton City",-,"116 - Jones (CD 3)",14,29,8,0,51
"Hampton City",-,"117 - Kecoughtan (CD 3)",31,32,12,0,75
"Hampton City",-,"118 - Mallory (CD 3)",19,20,14,0,53
"Hampton City",-,"201 - Booker (CD 2)",122,74,63,0,259
"Hampton City",-,"202 - Bryan (CD 2)",65,90,78,0,233
"Hampton City",-,"203 - Burbank (CD 2)",73,52,27,0,152
"Hampton City",-,"204 - Forrest (CD 3)",35,63,18,0,116
"Hampton City",-,"205 - Asbury (CD 2)",178,151,103,0,432
"Hampton City",-,"208 - Kraft (CD 3)",81,87,62,0,230
"Hampton City",-,"209 - Langley (CD 2)",43,57,28,0,128
"Hampton City",-,"210 - Machen (CD 3)",56,55,34,0,145
"Hampton City",-,"212 - Bethel (CD 3)",76,53,33,0,162
"Hampton City",-,"213 - Phillips (CD 2)",150,139,73,0,362
"Hampton City",-,"214 - Tucker Capps (CD 3)",77,63,34,0,174
"Hampton City",-,"215 - Tyler (CD 2)",0,0,0,0,0
"Hampton City",-,"215 - Tyler (CD 3)",6,10,4,0,20
"Hampton City",-,"216 - Sandy Bottom (CD 3)",29,31,26,0,86
"Hampton City",-,"217 - Syms (CD 3)",43,39,25,0,107
"Hampton City",-,"Ab - Central Absentee Precinct (CD 2)",10,5,6,0,21
"Hampton City",-,"Ab - Central Absentee Precinct (CD 3)",15,4,8,0,27
"Hampton City",-,"Provisional (CD 2)",0,0,0,0,0
"Hampton City",-,"Provisional (CD 3)",0,3,0,0,3
"Hanover County",-,"101 - Ashland",70,84,18,0,172
"Hanover County",-,"104 - Sliding Hill",104,95,28,0,227
"Hanover County",-,"105 - Berkley",60,37,10,0,107
"Hanover County",-,"106 - Kersey Creek",64,62,19,0,145
"Hanover County",-,"107 - Chickahominy",82,78,30,0,190
"Hanover County",-,"201 - Beaverdam",122,213,16,0,351
"Hanover County",-,"202 - Blunts",96,57,14,0,167
"Hanover County",-,"203 - Wilmington Parish",150,123,32,0,305
"Hanover County",-,"206 - Courthouse",86,66,24,0,176
"Hanover County",-,"208 - Oak Knoll",77,105,24,0,206
"Hanover County",-,"209 - West Hanover",27,33,5,0,65
"Hanover County",-,"210 - Oak Hill",45,43,9,0,97
"Hanover County",-,"301 - Clay",155,137,27,0,319
"Hanover County",-,"303 - Shady Grove",135,167,28,0,330
"Hanover County",-,"304 - Atlee",224,213,43,0,480
"Hanover County",-,"305 - Cool Spring",119,101,23,0,243
"Hanover County",-,"401 - Battlefield",116,222,25,0,363
"Hanover County",-,"403 - Cold Harbor",130,210,23,0,363
"Hanover County",-,"404 - Black Creek",132,299,25,0,456
"Hanover County",-,"405 - Pebble Creek",80,94,18,0,192
"Hanover County",-,"406 - Beaverdam Creek",20,37,4,0,61
"Hanover County",-,"502 - Rural Point",109,163,33,0,305
"Hanover County",-,"503 - Newman",78,89,9,0,176
"Hanover County",-,"504 - Studley",97,131,22,0,250
"Hanover County",-,"505 - Totopotomoy",62,135,10,0,207
"Hanover County",-,"506 - Georgetown",111,108,18,0,237
"Hanover County",-,"507 - Laurel Meadow",110,120,13,0,243
"Hanover County",-,"601 - Village",230,246,41,0,517
"Hanover County",-,"602 - Lee Davis",140,175,22,0,337
"Hanover County",-,"603 - Mechanicsville",63,84,14,0,161
"Hanover County",-,"604 - Hanover Grove",85,124,19,0,228
"Hanover County",-,"701 - Farrington",145,142,28,0,315
"Hanover County",-,"702 - Montpelier",103,112,23,0,238
"Hanover County",-,"703 - Rockville",144,120,25,0,289
"Hanover County",-,"704 - Elmont",128,138,21,1,288
"Hanover County",-,"705 - South Anna",81,72,17,0,170
"Hanover County",-,"Ab - Central Absentee Precinct",123,68,28,0,219
"Hanover County",-,Provisional,1,1,1,0,3
"Harrisonburg City",-,"101 - Northeast",37,81,10,0,128
"Harrisonburg City",-,"102 - East Central",50,25,4,0,79
"Harrisonburg City",-,"103 - Southeast",54,56,4,0,114
"Harrisonburg City",-,"104 - East",76,49,5,0,130
"Harrisonburg City",-,"105 - South East Central",14,2,1,0,17
"Harrisonburg City",-,"201 - Northwest",50,82,13,0,145
"Harrisonburg City",-,"202 - Southwest",58,76,9,0,143
"Harrisonburg City",-,"203 - West",59,79,6,0,144
"Harrisonburg City",-,"Ab - Central Absentee Precinct",33,14,3,0,50
"Harrisonburg City",-,Provisional,0,0,0,0,0
"Henrico County",-,"101 - Coalpit (CD 7)",154,107,28,0,289
"Henrico County",-,"102 - Dumbarton (CD 7)",95,57,14,0,166
"Henrico County",-,"103 - Glen Allen (CD 7)",323,175,55,0,553
"Henrico County",-,"104 - Glenside (CD 7)",34,31,10,0,75
"Henrico County",-,"105 - Greendale (CD 7)",130,95,22,0,247
"Henrico County",-,"106 - Hermitage (CD 7)",101,111,23,0,235
"Henrico County",-,"108 - Hungary Creek (CD 7)",270,157,46,0,473
"Henrico County",-,"109 - Hunton (CD 7)",84,62,18,0,164
"Henrico County",-,"110 - Johnson (CD 7)",38,30,6,0,74
"Henrico County",-,"111 - Lakeside (CD 7)",168,145,44,0,357
"Henrico County",-,"112 - Longan (CD 7)",188,104,29,0,321
"Henrico County",-,"113 - Maude Trevvett (CD 7)",102,53,33,0,188
"Henrico County",-,"114 - Monument Hills (CD 7)",64,40,10,0,114
"Henrico County",-,"115 - Staples Mill (CD 7)",316,192,44,0,552
"Henrico County",-,"117 - Westwood (CD 7)",122,58,24,0,204
"Henrico County",-,"201 - Adams (CD 4)",3,9,1,0,13
"Henrico County",-,"202 - Azalea (CD 7)",5,6,2,0,13
"Henrico County",-,"203 - Belmont (CD 7)",55,66,16,0,137
"Henrico County",-,"204 - Brookland (CD 7)",29,16,7,0,52
"Henrico County",-,"205 - Canterbury (CD 7)",168,25,19,0,212
"Henrico County",-,"206 - Central Gardens (CD 4)",1,3,2,0,6
"Henrico County",-,"207 - Chamberlayne (CD 7)",65,62,14,0,141
"Henrico County",-,"208 - Fairfield (CD 4)",7,4,0,0,11
"Henrico County",-,"209 - Glen Lea (CD 4)",10,22,3,0,35
"Henrico County",-,"210 - Greenwood (CD 7)",18,20,6,0,44
"Henrico County",-,"211 - Highland Gardens (CD 4)",2,3,0,0,5
"Henrico County",-,"212 - Hollybrook (CD 7)",14,30,6,0,50
"Henrico County",-,"213 - Hungary (CD 7)",26,15,8,0,49
"Henrico County",-,"214 - Longdale (CD 7)",38,46,13,0,97
"Henrico County",-,"215 - Maplewood (CD 4)",5,11,2,0,18
"Henrico County",-,"216 - Moody (CD 7)",52,52,11,0,115
"Henrico County",-,"217 - Mountain (CD 7)",36,31,4,0,71
"Henrico County",-,"218 - Oakview (CD 7)",6,4,0,0,10
"Henrico County",-,"219 - Randolph (CD 7)",4,10,2,0,16
"Henrico County",-,"220 - Ratcliffe (CD 4)",8,12,1,0,21
"Henrico County",-,"221 - Stratford Hall (CD 7)",12,15,1,0,28
"Henrico County",-,"222 - Wilder (CD 7)",31,32,0,0,63
"Henrico County",-,"223 - Yellow Tavern (CD 7)",99,87,21,0,207
"Henrico County",-,"224 - Essex Village (CD 4)",0,0,0,0,0
"Henrico County",-,"301 - Causeway (CD 7)",146,59,25,0,230
"Henrico County",-,"302 - Cedarfield (CD 7)",264,84,37,0,385
"Henrico County",-,"303 - Innsbrook (CD 7)",191,89,21,0,301
"Henrico County",-,"304 - Jackson Davis (CD 7)",96,70,20,0,186
"Henrico County",-,"305 - Nuckols Farm (CD 7)",263,135,58,0,456
"Henrico County",-,"306 - Pocahontas (CD 7)",148,47,18,0,213
"Henrico County",-,"307 - Ridge (CD 7)",96,59,30,0,185
"Henrico County",-,"308 - Rivers Edge (CD 7)",349,139,50,0,538
"Henrico County",-,"309 - Sadler (CD 7)",281,89,63,0,433
"Henrico County",-,"310 - Shady Grove (CD 7)",351,101,70,0,522
"Henrico County",-,"311 - Short Pump (CD 7)",251,108,59,0,418
"Henrico County",-,"312 - Springfield (CD 7)",64,34,15,0,113
"Henrico County",-,"313 - Stoney Run (CD 7)",229,110,38,0,377
"Henrico County",-,"314 - Three Chopt (CD 7)",130,110,30,0,270
"Henrico County",-,"315 - Tucker (CD 7)",53,37,13,0,103
"Henrico County",-,"401 - Quioccasin (CD 7)",146,85,21,0,252
"Henrico County",-,"402 - Crestview (CD 7)",78,61,11,0,150
"Henrico County",-,"403 - Derbyshire (CD 7)",201,63,39,0,303
"Henrico County",-,"404 - Freeman (CD 7)",85,45,19,0,149
"Henrico County",-,"405 - Gayton (CD 7)",327,131,38,0,496
"Henrico County",-,"406 - Godwin (CD 7)",181,79,31,0,291
"Henrico County",-,"407 - Lakewood (CD 7)",179,83,13,1,276
"Henrico County",-,"408 - Lauderdale (CD 7)",136,100,17,0,253
"Henrico County",-,"409 - Maybeury (CD 7)",189,86,61,0,336
"Henrico County",-,"410 - Mooreland (CD 7)",215,44,24,0,283
"Henrico County",-,"411 - Pemberton (CD 7)",115,48,26,0,189
"Henrico County",-,"412 - Pinchbeck (CD 7)",150,99,31,0,280
"Henrico County",-,"413 - Ridgefield (CD 7)",217,104,47,0,368
"Henrico County",-,"414 - Rollingwood (CD 7)",104,37,22,0,163
"Henrico County",-,"415 - Skipwith (CD 7)",65,56,10,0,131
