County/City,Ward,Pct,"Corey Alan Stewart","Nicholas Jason Freitas","Earl Walker Jackson, Sr.","All Others","Total Votes Cast"
"Fairfax County",-,"723 - Gallows East (CD 11)",22,16,12,0,50
"Fairfax County",-,"726 - Magarity (CD 8)",63,64,29,0,156
"Fairfax County",-,"727 - Oakton (CD 11)",71,36,24,0,131
"Fairfax County",-,"729 - Nottoway (CD 11)",61,58,22,0,141
"Fairfax County",-,"730 - Penderbrook (CD 11)",76,54,24,0,154
"Fairfax County",-,"731 - Tysons (CD 11)",36,40,19,0,95
"Fairfax County",-,"732 - Oak Marr (CD 11)",88,76,25,0,189
"Fairfax County",-,"733 - Kilmer (CD 11)",54,47,30,0,131
"Fairfax County",-,"734 - Hunters Branch (CD 11)",34,38,13,0,85
"Fairfax County",-,"735 - Rotonda (CD 11)",49,29,7,0,85
"Fairfax County",-,"801 - Burke (CD 11)",73,51,30,0,154
"Fairfax County",-,"802 - Cedar Lake (CD 11)",17,14,6,0,37
"Fairfax County",-,"803 - Clifton (CD 10)",307,130,57,0,494
"Fairfax County",-,"804 - Colchester (CD 10)",144,55,16,0,215
"Fairfax County",-,"805 - Fairfax Station (CD 10)",112,47,24,0,183
"Fairfax County",-,"806 - Sydenstricker (CD 11)",106,74,29,0,209
"Fairfax County",-,"807 - Hunt Valley (CD 11)",64,42,17,0,123
"Fairfax County",-,"811 - Pohick (CD 11)",50,24,20,0,94
"Fairfax County",-,"812 - Valley (CD 11)",91,60,28,0,179
"Fairfax County",-,"815 - Woodyard (CD 10)",209,81,17,0,307
"Fairfax County",-,"824 - Orange (CD 11)",132,81,30,0,243
"Fairfax County",-,"825 - Cherry Run (CD 11)",83,65,28,0,176
"Fairfax County",-,"827 - Irving (CD 11)",78,39,32,0,149
"Fairfax County",-,"833 - White Oaks (CD 11)",78,58,19,0,155
"Fairfax County",-,"838 - Sangster (CD 10)",125,52,22,0,199
"Fairfax County",-,"839 - Silverbrook (CD 10)",198,100,34,0,332
"Fairfax County",-,"840 - West Springfield (CD 11)",65,68,18,0,151
"Fairfax County",-,"841 - Popes Head (CD 10)",124,53,18,0,195
"Fairfax County",-,"842 - Parkway (CD 11)",72,40,34,0,146
"Fairfax County",-,"843 - Fair Lakes (CD 11)",49,71,13,0,133
"Fairfax County",-,"844 - Centerpointe (CD 11)",36,40,20,0,96
"Fairfax County",-,"845 - Fountainhead (CD 10)",252,102,51,0,405
"Fairfax County",-,"846 - Greenbriar East (CD 11)",60,64,27,0,151
"Fairfax County",-,"847 - Greenbriar West (CD 10)",66,108,14,0,188
"Fairfax County",-,"848 - Fair Oaks (CD 11)",44,39,9,0,92
"Fairfax County",-,"849 - Newgate (CD 10)",255,180,49,0,484
"Fairfax County",-,"850 - South Run (CD 10)",173,113,24,0,310
"Fairfax County",-,"851 - Willow Springs (CD 11)",75,54,20,0,149
"Fairfax County",-,"901 - Centre Ridge (CD 11)",43,52,13,0,108
"Fairfax County",-,"902 - Brookfield (CD 10)",121,60,22,0,203
"Fairfax County",-,"903 - Cub Run (CD 10)",167,83,28,0,278
"Fairfax County",-,"904 - Stonecroft (CD 10)",68,32,21,0,121
"Fairfax County",-,"905 - Franklin (CD 10)",44,27,9,0,80
"Fairfax County",-,"908 - Hidden Meadow (CD 10)",87,75,23,0,185
"Fairfax County",-,"909 - Oak Hill (CD 10)",83,63,16,0,162
"Fairfax County",-,"910 - London Towne (CD 11)",56,51,21,0,128
"Fairfax County",-,"911 - Navy (CD 10)",115,72,18,0,205
"Fairfax County",-,"913 - Rocky Run (CD 10)",151,109,27,0,287
"Fairfax County",-,"914 - Vale (CD 10)",104,69,11,0,184
"Fairfax County",-,"915 - Virginia Run (CD 10)",186,65,44,0,295
"Fairfax County",-,"916 - Waples Mill (CD 10)",208,120,47,0,375
"Fairfax County",-,"917 - Stone North (CD 10)",46,58,8,0,112
"Fairfax County",-,"918 - Centreville (CD 11)",67,51,26,0,144
"Fairfax County",-,"919 - Green Trails (CD 11)",73,54,30,0,157
"Fairfax County",-,"920 - Chantilly (CD 10)",91,43,13,0,147
"Fairfax County",-,"921 - Deer Park (CD 10)",200,90,32,0,322
"Fairfax County",-,"923 - Bull Run (CD 10)",182,64,22,0,268
"Fairfax County",-,"924 - Spindle (CD 11)",24,26,7,0,57
"Fairfax County",-,"925 - Old Mill (CD 10)",62,30,12,0,104
"Fairfax County",-,"926 - Powell (CD 11)",67,40,34,0,141
"Fairfax County",-,"927 - Armfield (CD 10)",56,17,15,0,88
"Fairfax County",-,"928 - Poplar Tree (CD 10)",122,71,26,0,219
"Fairfax County",-,"929 - Difficult Run (CD 10)",54,20,6,0,80
"Fairfax County",-,"930 - Lees Corner (CD 10)",100,43,22,0,165
"Fairfax County",-,"931 - Carson (CD 10)",59,51,8,0,118
"Fairfax County",-,"932 - Stone South (CD 10)",36,7,4,0,47
"Fairfax County",-,"933 - Compton (CD 11)",14,13,11,0,38
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 10)",441,329,66,0,836
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 11)",342,259,109,0,710
"Fairfax County",-,"Ab - Central Absentee Precinct (CD 8)",158,154,57,0,369
"Fairfax County",-,"Provisional (CD 10)",2,3,1,0,6
"Fairfax County",-,"Provisional (CD 11)",4,2,2,0,8
"Fairfax County",-,"Provisional (CD 8)",1,1,0,0,2
"Fairfax City",-,"1 - One",56,41,13,0,110
"Fairfax City",-,"2 - Two",74,74,39,0,187
"Fairfax City",-,"3 - Three",98,55,28,0,181
"Fairfax City",-,"4 - Four",67,49,25,0,141
"Fairfax City",-,"5 - Five",59,41,15,0,115
"Fairfax City",-,"6 - Six",65,51,25,0,141
"Fairfax City",-,"Ab - Central Absentee Precinct",20,26,14,1,61
"Fairfax City",-,Provisional,0,0,0,0,0
"Falls Church City",-,"1 - First Ward",26,59,13,0,98
"Falls Church City",-,"2 - Second Ward",29,45,16,0,90
"Falls Church City",-,"3 - Third Ward",37,52,21,0,110
"Falls Church City",-,"Ab - Central Absentee Precinct",3,13,3,0,19
"Falls Church City",-,Provisional,0,0,0,0,0
"Fauquier County",-,"101 - Kettle Run (CD 5)",55,65,12,0,132
"Fauquier County",-,"102 - Catlett (CD 1)",122,98,12,0,232
"Fauquier County",-,"103 - Casanova (CD 5)",54,58,8,0,120
"Fauquier County",-,"104 - Lois (CD 1)",85,45,11,0,141
"Fauquier County",-,"105 - Opal (CD 5)",41,54,7,0,102
"Fauquier County",-,"106 - Baldwin Ridge (CD 5)",49,72,15,0,136
"Fauquier County",-,"201 - Courthouse (CD 5)",79,124,19,0,222
"Fauquier County",-,"202 - Airlie (CD 5)",85,97,18,0,200
"Fauquier County",-,"203 - Warrenton (CD 5)",72,102,30,0,204
"Fauquier County",-,"301 - Morrisville (CD 1)",89,92,6,0,187
"Fauquier County",-,"302 - Remington (CD 5)",87,125,19,0,231
"Fauquier County",-,"303 - Bealeton (CD 1)",91,100,8,0,199
"Fauquier County",-,"401 - Marshall (CD 5)",89,109,29,0,227
"Fauquier County",-,"402 - Leeds (CD 5)",99,77,15,0,191
"Fauquier County",-,"403 - Waterloo (CD 5)",102,137,22,0,261
"Fauquier County",-,"404 - Springs Valley (CD 5)",47,65,11,0,123
"Fauquier County",-,"501 - The Plains (CD 5)",70,73,15,0,158
"Fauquier County",-,"502 - New Baltimore (CD 5)",97,88,18,0,203
"Fauquier County",-,"503 - Broad Run (CD 5)",96,103,20,0,219
"Fauquier County",-,"504 - Vint Hill (CD 5)",123,130,33,0,286
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 1)",9,7,0,0,16
"Fauquier County",-,"Ab - Central Absentee Precinct (CD 5)",35,27,8,0,70
"Fauquier County",-,"Provisional (CD 1)",0,0,0,0,0
"Fauquier County",-,"Provisional (CD 5)",0,1,0,0,1
"Floyd County",-,"101 - Locust Grove",65,38,5,0,108
"Floyd County",-,"201 - Little River",68,36,2,0,106
"Floyd County",-,"301 - Courthouse",50,28,6,0,84
"Floyd County",-,"401 - Burks Fork",45,44,3,0,92
"Floyd County",-,"501 - Indian Valley",66,39,7,0,112
"Floyd County",-,"Ab - Central Absentee Precinct",14,11,5,0,30
"Floyd County",-,Provisional,1,0,0,0,1
"Fluvanna County",-,"101 - Palmyra",89,96,12,0,197
"Fluvanna County",-,"201 - Columbia",63,106,21,0,190
"Fluvanna County",-,"301 - Fork Union",71,110,25,0,206
"Fluvanna County",-,"401 - Cunningham",114,91,29,0,234
"Fluvanna County",-,"501 - Rivanna",116,184,32,0,332
"Fluvanna County",-,"Ab - Central Absentee Precinct",13,25,10,0,48
"Fluvanna County",-,Provisional,0,0,0,0,0
"Franklin County",-,"102 - Burnt Chimney",67,99,17,0,183
"Franklin County",-,"103 - Scruggs",180,286,17,0,483
"Franklin County",-,"201 - Glade Hill",69,43,5,0,117
"Franklin County",-,"202 - Penhook",77,73,14,0,164
"Franklin County",-,"203 - Hodgesville",4,1,0,0,5
"Franklin County",-,"204 - Dudley",53,50,7,0,110
"Franklin County",-,"301 - Snow Creek",38,11,6,0,55
"Franklin County",-,"302 - Fork Mountain",35,11,1,0,47
"Franklin County",-,"303 - Sontag",21,23,7,0,51
"Franklin County",-,"304 - Dickinson",23,0,6,0,29
"Franklin County",-,"401 - Henry",53,27,6,0,86
"Franklin County",-,"402 - Ferrum",24,16,8,0,48
"Franklin County",-,"403 - Endicott",38,15,3,0,56
"Franklin County",-,"501 - Waidsboro",19,16,3,0,38
"Franklin County",-,"502 - Callaway",44,37,3,0,84
"Franklin County",-,"503 - Bowmans",24,16,2,0,42
"Franklin County",-,"504 - Gogginsville",69,21,9,0,99
"Franklin County",-,"601 - Boones Mill",48,35,10,0,93
"Franklin County",-,"602 - Bonbrook",50,46,9,0,105
"Franklin County",-,"603 - Coopers Cove",48,37,5,0,90
"Franklin County",-,"701 - Rocky Mount East",59,24,4,0,87
"Franklin County",-,"702 - Rocky Mount West",41,27,6,0,74
"Franklin County",-,"703 - Rocky Mount South",30,14,7,0,51
"Franklin County",-,"Ab - Central Absentee Precinct",21,26,10,0,57
"Franklin County",-,Provisional,0,0,0,0,0
"Franklin City",-,"101 - Precinct 1-1",44,23,15,0,82
"Franklin City",-,"201 - Precinct 2-1",32,19,5,0,56
"Franklin City",-,"301 - Precinct 3-1",8,4,9,0,21
"Franklin City",-,"401 - Precinct 4-1",2,2,4,0,8
"Franklin City",-,"501 - Precinct 5-1",0,3,8,0,11
"Franklin City",-,"601 - Precinct 6-1",18,18,4,0,40
"Franklin City",-,"Ab - Central Absentee Precinct",6,4,1,0,11
"Franklin City",-,Provisional,0,0,0,0,0
"Frederick County",-,"101 - Russells",196,74,45,0,315
"Frederick County",-,"102 - Gore",182,55,34,0,271
"Frederick County",-,"103 - Kernstown",215,79,94,0,388
"Frederick County",-,"104 - Cedar Creek",110,41,17,0,168
"Frederick County",-,"201 - Gainesborough",157,43,32,0,232
"Frederick County",-,"202 - Albin",216,61,42,0,319
"Frederick County",-,"203 - Redland",209,91,57,0,357
"Frederick County",-,"204 - Nain",206,72,55,0,333
"Frederick County",-,"301 - Clear Brook",101,37,30,0,168
"Frederick County",-,"302 - Neff's Town",136,75,55,0,266
"Frederick County",-,"303 - White Hall",266,90,42,0,398
"Frederick County",-,"401 - Carpers Valley",205,63,32,0,300
"Frederick County",-,"402 - Shenandoah",93,25,26,0,144
"Frederick County",-,"403 - Parkin's Mill",140,43,47,0,230
"Frederick County",-,"404 - Armel",146,73,32,0,251
"Frederick County",-,"501 - Stephens City",218,69,27,0,314
"Frederick County",-,"502 - Newtown",179,87,39,0,305
"Frederick County",-,"503 - Canterburg",218,85,103,0,406
"Frederick County",-,"601 - Millbrook",99,43,34,0,176
"Frederick County",-,"602 - Ash Hollow",125,62,47,0,234
"Frederick County",-,"603 - Greenwood",244,109,56,0,409
"Frederick County",-,"Ab - Central Absentee Precinct",116,45,35,0,196
"Frederick County",-,Provisional,2,0,1,0,3
"Fredericksburg City",-,"101 - Precinct 1 - District One",70,63,16,0,149
"Fredericksburg City",-,"201 - Precinct 1 - District Two",67,68,7,0,142
"Fredericksburg City",-,"301 - Precinct 1 - District Three",61,79,14,0,154
"Fredericksburg City",-,"401 - Precinct 1 - District Four",19,25,4,0,48
"Fredericksburg City",-,"402 - Precinct 2 - District Four",9,15,3,0,27
"Fredericksburg City",-,"Ab - Central Absentee Precinct",7,12,7,0,26
"Fredericksburg City",-,Provisional,1,2,0,0,3
"Galax City",-,"1 - East",37,32,3,0,72
"Galax City",-,"2 - North",19,24,6,0,49
"Galax City",-,"3 - South",29,15,1,0,45
"Galax City",-,"Ab - Central Absentee Precinct",3,1,0,0,4
"Galax City",-,Provisional,0,0,0,0,0
"Giles County",-,"101 - Glen Lyn",8,1,0,0,9
"Giles County",-,"102 - Rich Creek",34,7,4,0,45
"Giles County",-,"103 - Narrows",53,39,7,0,99
"Giles County",-,"201 - Pearisburg",79,55,7,0,141
"Giles County",-,"202 - Staffordsville",14,8,1,0,23
"Giles County",-,"203 - White Gate",18,7,3,0,28
"Giles County",-,"301 - Eggleston",26,10,5,0,41
"Giles County",-,"302 - Pembroke",72,26,9,0,107
"Giles County",-,"303 - Newport",41,33,4,0,78
"Giles County",-,"Ab - Central Absentee Precinct",25,5,1,0,31
"Giles County",-,Provisional,0,0,0,0,0
"Gloucester County",-,"101 - Harcum",51,87,23,0,161
"Gloucester County",-,"102 - Salem",52,60,11,0,123
"Gloucester County",-,"103 - Peasley",33,32,8,0,73
"Gloucester County",-,"201 - Courthouse",46,98,18,0,162
"Gloucester County",-,"202 - Botetourt",69,109,12,0,190
"Gloucester County",-,"301 - White Marsh",72,88,20,0,180
"Gloucester County",-,"302 - Roanes",74,102,38,0,214
"Gloucester County",-,"401 - Hayes",84,74,28,0,186
"Gloucester County",-,"402 - Sarahs Creek",51,66,22,0,139
"Gloucester County",-,"501 - Achilles",125,144,27,0,296
"Gloucester County",-,"502 - Walker",60,99,39,0,198
"Gloucester County",-,"Ab - Central Absentee Precinct",20,26,4,0,50
"Gloucester County",-,Provisional,0,0,0,0,0
"Goochland County",-,"101 - Fife",24,115,5,0,144
"Goochland County",-,"102 - Hadensville",50,142,11,0,203
"Goochland County",-,"201 - Three Square",14,29,1,0,44
"Goochland County",-,"202 - Sandy Hook",75,158,11,0,244
"Goochland County",-,"301 - Goochland Court House 1",52,144,10,0,206
"Goochland County",-,"302 - Goochland Court House 2",20,48,3,0,71
"Goochland County",-,"401 - Shallow Well",37,156,4,0,197
"Goochland County",-,"402 - Centerville",87,272,15,0,374
"Goochland County",-,"501 - Manakin",75,275,7,0,357
"Goochland County",-,"502 - Blair Road",62,173,11,0,246
"Goochland County",-,"Ab - Central Absentee Precinct",13,48,8,0,69
"Goochland County",-,Provisional,0,0,0,0,0
"Grayson County",-,"101 - Bridle Creek",12,5,2,0,19
"Grayson County",-,"102 - Flatridge",3,8,2,0,13
"Grayson County",-,"103 - Grant",11,8,0,0,19
"Grayson County",-,"104 - Mouth Of Wilson",8,3,2,0,13
"Grayson County",-,"105 - Mount Rogers",9,2,0,0,11
"Grayson County",-,"106 - Rugby",6,13,0,0,19
"Grayson County",-,"107 - Troutdale",4,1,0,0,5
"Grayson County",-,"108 - Comers Rock",11,3,1,0,15
"Grayson County",-,"202 - Elk Creek",28,16,6,0,50
"Grayson County",-,"203 - Independence",58,30,4,0,92
"Grayson County",-,"301 - Baywood",42,15,1,0,58
"Grayson County",-,"302 - Fairview",43,12,0,0,55
"Grayson County",-,"401 - Fries",16,7,1,0,24
"Grayson County",-,"402 - Providence",29,15,2,0,46
"Grayson County",-,"403 - Oldtown",20,13,3,0,36
"Grayson County",-,"Ab - Central Absentee Precinct",5,7,1,0,13
"Grayson County",-,Provisional,0,0,0,0,0
"Greene County",-,"101 - Dyke",46,43,16,0,105
"Greene County",-,"102 - Swift Run",28,49,15,0,92
"Greene County",-,"201 - Ruckersville",64,79,33,0,176
"Greene County",-,"301 - Stanardsville",91,87,35,0,213
"Greene County",-,"401 - Midway",88,104,47,0,239
"Greene County",-,"Ab - Central Absentee Precinct",22,22,9,0,53
"Greene County",-,Provisional,0,0,0,0,0
"Greensville County",-,"101 - Precinct 1-a",26,10,12,0,48
"Greensville County",-,"102 - Precinct 1-b",11,6,1,0,18
"Greensville County",-,"103 - Precinct 1-c",6,4,2,0,12
"Greensville County",-,"201 - Precinct 2-a",21,9,16,0,46
"Greensville County",-,"202 - Precinct 2-b",40,11,3,0,54
"Greensville County",-,"302 - Precinct 3-a",34,21,14,0,69
"Greensville County",-,"401 - Precinct 4-a",10,10,2,0,22
"Greensville County",-,"402 - Precinct 4-b",12,10,5,0,27
"Greensville County",-,"403 - Precinct 4-c",11,8,3,0,22
"Greensville County",-,Provisional,0,0,0,0,0
"Halifax County",-,"101 - Childrey",39,17,2,0,58
"Halifax County",-,"102 - Liberty",22,1,5,0,28
"Halifax County",-,"103 - Republican Grove",34,21,3,0,58
"Halifax County",-,"201 - Clays Mill",36,15,2,0,53
"Halifax County",-,"202 - Crossroads",34,17,1,0,52
"Halifax County",-,"203 - Clover",27,10,4,0,41
"Halifax County",-,"302 - Meadville",7,4,7,0,18
"Halifax County",-,"304 - Vernon Hill",24,15,6,0,45
"Halifax County",-,"305 - Sinai",19,8,3,0,30
"Halifax County",-,"401 - Courthouse",36,22,4,0,62
"Halifax County",-,"403 - Center",36,33,5,0,74
"Halifax County",-,"502 - Dan River",46,45,8,0,99
"Halifax County",-,"503 - Scottsburg",38,12,2,0,52
"Halifax County",-,"601 - Black Walnut",18,10,0,0,28
"Halifax County",-,"603 - Mt Carmel",29,38,3,0,70
"Halifax County",-,"605 - Union",14,15,1,0,30
"Halifax County",-,"701 - Hyco",43,14,4,0,61
"Halifax County",-,"702 - Midway",47,18,3,0,68
"Halifax County",-,"703 - Virgilina",25,15,6,0,46
"Halifax County",-,"801 - South Boston",25,18,8,0,51
"Halifax County",-,"Ab - Central Absentee Precinct",18,16,4,0,38
"Halifax County",-,Provisional,0,0,0,0,0
"Hampton City",-,"101 - Aberdeen (CD 3)",34,22,37,0,93
"Hampton City",-,"102 - Bassette (CD 3)",38,13,42,0,93
"Hampton City",-,"103 - City Hall (CD 3)",10,14,6,0,30
"Hampton City",-,"104 - Cooper (CD 3)",25,20,29,0,74
"Hampton City",-,"105 - East Hampton (CD 3)",27,15,12,0,54
"Hampton City",-,"106 - Armstrong (CD 3)",52,44,26,0,122
"Hampton City",-,"107 - Lindsay (CD 3)",22,15,24,0,61
"Hampton City",-,"108 - Thomas (CD 3)",21,13,16,0,50
"Hampton City",-,"109 - Phenix (CD 3)",17,12,26,0,55
"Hampton City",-,"110 - Phoebus (CD 2)",20,12,13,0,45
"Hampton City",-,"111 - Hampton Library (CD 3)",28,29,17,1,75
"Hampton City",-,"112 - Smith (CD 3)",67,33,44,0,144
"Hampton City",-,"115 - Wythe (CD 3)",42,49,26,1,118
"Hampton City",-,"116 - Jones (CD 3)",27,14,25,0,66
"Hampton City",-,"117 - Kecoughtan (CD 3)",31,24,15,0,70
"Hampton City",-,"118 - Mallory (CD 3)",8,14,10,0,32
"Hampton City",-,"201 - Booker (CD 2)",86,89,42,0,217
"Hampton City",-,"202 - Bryan (CD 2)",73,68,21,0,162
"Hampton City",-,"203 - Burbank (CD 2)",47,52,17,0,116
"Hampton City",-,"204 - Forrest (CD 3)",44,22,21,0,87
"Hampton City",-,"205 - Asbury (CD 2)",169,134,54,0,357
"Hampton City",-,"208 - Kraft (CD 3)",70,72,56,2,200
"Hampton City",-,"209 - Langley (CD 2)",71,32,16,0,119
"Hampton City",-,"210 - Machen (CD 3)",31,32,35,0,98
"Hampton City",-,"212 - Bethel (CD 3)",52,51,38,0,141
"Hampton City",-,"213 - Phillips (CD 2)",135,113,37,0,285
"Hampton City",-,"214 - Tucker Capps (CD 3)",68,61,34,0,163
"Hampton City",-,"215 - Tyler (CD 2)",1,0,1,0,2
"Hampton City",-,"215 - Tyler (CD 3)",6,5,10,0,21
"Hampton City",-,"216 - Sandy Bottom (CD 3)",43,31,37,0,111
"Hampton City",-,"217 - Syms (CD 3)",47,25,22,13,107
"Hampton City",-,"Ab - Central Absentee Precinct (CD 2)",27,10,4,0,41
"Hampton City",-,"Ab - Central Absentee Precinct (CD 3)",16,8,13,0,37
"Hampton City",-,"Provisional (CD 2)",0,1,0,0,1
"Hampton City",-,"Provisional (CD 3)",0,0,0,0,0
"Hanover County",-,"101 - Ashland",41,72,7,1,121
"Hanover County",-,"104 - Sliding Hill",71,79,11,0,161
"Hanover County",-,"105 - Berkley",32,43,7,0,82
"Hanover County",-,"106 - Kersey Creek",37,86,11,0,134
"Hanover County",-,"107 - Chickahominy",39,87,9,0,135
"Hanover County",-,"201 - Beaverdam",133,155,15,0,303
"Hanover County",-,"202 - Blunts",40,87,10,0,137
"Hanover County",-,"203 - Wilmington Parish",83,125,15,3,226
"Hanover County",-,"206 - Courthouse",43,80,4,0,127
"Hanover County",-,"208 - Oak Knoll",94,77,12,0,183
"Hanover County",-,"209 - West Hanover",31,28,1,0,60
"Hanover County",-,"210 - Oak Hill",29,25,6,0,60
"Hanover County",-,"301 - Clay",128,134,22,0,284
"Hanover County",-,"303 - Shady Grove",137,145,17,0,299
"Hanover County",-,"304 - Atlee",170,191,43,0,404
"Hanover County",-,"305 - Cool Spring",58,124,12,0,194
"Hanover County",-,"401 - Battlefield",164,145,19,0,328
"Hanover County",-,"403 - Cold Harbor",163,123,24,1,311
"Hanover County",-,"404 - Black Creek",195,178,16,0,389
"Hanover County",-,"405 - Pebble Creek",86,61,15,0,162
"Hanover County",-,"406 - Beaverdam Creek",31,29,3,0,63
"Hanover County",-,"502 - Rural Point",100,111,19,1,231
"Hanover County",-,"503 - Newman",78,58,13,2,151
"Hanover County",-,"504 - Studley",125,89,10,0,224
"Hanover County",-,"505 - Totopotomoy",100,68,7,0,175
"Hanover County",-,"506 - Georgetown",78,119,16,0,213
"Hanover County",-,"507 - Laurel Meadow",113,83,25,1,222
"Hanover County",-,"601 - Village",233,169,27,0,429
"Hanover County",-,"602 - Lee Davis",145,155,16,1,317
"Hanover County",-,"603 - Mechanicsville",78,45,8,0,131
"Hanover County",-,"604 - Hanover Grove",93,86,13,0,192
"Hanover County",-,"701 - Farrington",104,118,24,0,246
"Hanover County",-,"702 - Montpelier",87,99,16,0,202
"Hanover County",-,"703 - Rockville",98,136,11,0,245
"Hanover County",-,"704 - Elmont",85,119,26,0,230
"Hanover County",-,"705 - South Anna",44,75,12,0,131
"Hanover County",-,"Ab - Central Absentee Precinct",75,67,21,0,163
"Hanover County",-,Provisional,1,3,0,0,4
"Harrisonburg City",-,"101 - Northeast",47,34,11,0,92
"Harrisonburg City",-,"102 - East Central",21,33,3,0,57
"Harrisonburg City",-,"103 - Southeast",39,21,10,0,70
"Harrisonburg City",-,"104 - East",36,38,11,0,85
"Harrisonburg City",-,"105 - South East Central",4,4,0,0,8
"Harrisonburg City",-,"201 - Northwest",59,25,12,0,96
"Harrisonburg City",-,"202 - Southwest",55,30,12,0,97
"Harrisonburg City",-,"203 - West",46,49,15,0,110
"Harrisonburg City",-,"Ab - Central Absentee Precinct",19,16,10,0,45
"Harrisonburg City",-,Provisional,0,0,0,0,0
"Henrico County",-,"101 - Coalpit (CD 7)",51,129,13,0,193
"Henrico County",-,"102 - Dumbarton (CD 7)",38,52,6,0,96
"Henrico County",-,"103 - Glen Allen (CD 7)",76,188,18,0,282
"Henrico County",-,"105 - Greendale (CD 7)",59,67,11,2,139
"Henrico County",-,"106 - Hermitage (CD 7)",57,83,11,0,151
"Henrico County",-,"108 - Hungary Creek (CD 7)",104,195,17,2,318
"Henrico County",-,"109 - Hunton (CD 7)",34,65,9,1,109
"Henrico County",-,"110 - Johnson (CD 7)",38,62,3,2,105
"Henrico County",-,"111 - Lakeside (CD 7)",115,100,15,0,230
"Henrico County",-,"112 - Longan (CD 7)",72,117,8,0,197
"Henrico County",-,"113 - Maude Trevvett (CD 7)",31,55,15,1,102
"Henrico County",-,"114 - Monument Hills (CD 7)",38,47,7,0,92
"Henrico County",-,"115 - Staples Mill (CD 7)",104,192,12,0,308
"Henrico County",-,"117 - Westwood (CD 7)",46,75,5,0,126
"Henrico County",-,"201 - Adams (CD 4)",8,8,5,0,21
"Henrico County",-,"202 - Azalea (CD 7)",9,3,6,0,18
"Henrico County",-,"203 - Belmont (CD 7)",39,34,8,0,81
"Henrico County",-,"204 - Brookland (CD 7)",22,11,1,0,34
"Henrico County",-,"205 - Canterbury (CD 7)",58,87,7,1,153
"Henrico County",-,"206 - Central Gardens (CD 4)",7,14,9,0,30
"Henrico County",-,"207 - Chamberlayne (CD 7)",38,52,10,0,100
"Henrico County",-,"208 - Fairfield (CD 4)",12,6,13,0,31
"Henrico County",-,"209 - Glen Lea (CD 4)",24,16,10,0,50
"Henrico County",-,"210 - Greenwood (CD 7)",13,20,4,0,37
"Henrico County",-,"211 - Highland Gardens (CD 4)",3,10,6,0,19
"Henrico County",-,"212 - Hollybrook (CD 7)",21,16,4,0,41
"Henrico County",-,"213 - Hungary (CD 7)",10,13,6,0,29
"Henrico County",-,"214 - Longdale (CD 7)",33,28,3,0,64
"Henrico County",-,"215 - Maplewood (CD 4)",18,7,17,0,42
"Henrico County",-,"216 - Moody (CD 7)",41,44,9,0,94
"Henrico County",-,"217 - Mountain (CD 7)",10,33,6,0,49
"Henrico County",-,"218 - Oakview (CD 7)",4,4,4,0,12
"Henrico County",-,"219 - Randolph (CD 7)",7,1,0,0,8
"Henrico County",-,"220 - Ratcliffe (CD 4)",17,12,5,0,34
"Henrico County",-,"221 - Stratford Hall (CD 7)",13,9,1,0,23
"Henrico County",-,"222 - Wilder (CD 7)",22,21,4,0,47
"Henrico County",-,"223 - Yellow Tavern (CD 7)",69,103,8,1,181
"Henrico County",-,"224 - Essex Village (CD 4)",0,0,1,0,1
"Henrico County",-,"301 - Causeway (CD 7)",30,72,6,0,108
"Henrico County",-,"302 - Cedarfield (CD 7)",97,198,18,0,313
"Henrico County",-,"303 - Innsbrook (CD 7)",68,85,10,0,163
"Henrico County",-,"304 - Jackson Davis (CD 7)",55,61,6,0,122
"Henrico County",-,"305 - Nuckols Farm (CD 7)",71,151,14,1,237
"Henrico County",-,"306 - Pocahontas (CD 7)",45,73,11,0,129
"Henrico County",-,"307 - Ridge (CD 7)",35,95,7,0,137
"Henrico County",-,"308 - Rivers Edge (CD 7)",59,144,3,1,207
"Henrico County",-,"309 - Sadler (CD 7)",46,101,6,1,154
"Henrico County",-,"310 - Shady Grove (CD 7)",92,132,11,1,236
"Henrico County",-,"311 - Short Pump (CD 7)",48,160,11,0,219
"Henrico County",-,"312 - Springfield (CD 7)",34,46,7,0,87
"Henrico County",-,"313 - Stoney Run (CD 7)",95,163,15,0,273
"Henrico County",-,"314 - Three Chopt (CD 7)",79,110,15,0,204
"Henrico County",-,"315 - Tucker (CD 7)",28,46,6,0,80
"Henrico County",-,"401 - Quioccasin (CD 7)",61,135,9,0,205
"Henrico County",-,"402 - Crestview (CD 7)",39,53,6,1,99
"Henrico County",-,"403 - Derbyshire (CD 7)",58,140,7,0,205
"Henrico County",-,"404 - Freeman (CD 7)",35,81,6,0,122
"Henrico County",-,"405 - Gayton (CD 7)",96,277,17,0,390
"Henrico County",-,"406 - Godwin (CD 7)",58,144,5,0,207
"Henrico County",-,"407 - Lakewood (CD 7)",64,128,7,0,199
"Henrico County",-,"408 - Lauderdale (CD 7)",65,95,12,0,172
"Henrico County",-,"409 - Maybeury (CD 7)",77,167,23,0,267
"Henrico County",-,"410 - Mooreland (CD 7)",26,155,5,0,186
"Henrico County",-,"411 - Pemberton (CD 7)",44,72,15,0,131
